,Text
83647,FRANCISCO GORJÓN TOSCANO
83652,MARTIN ENRÍQUEZ
83660,LOPE MARTINEZ TINOCO
83661,ALVARO GARCIA
83663,DE VILLELA
83690,naguatatos
84248,JUAN INFANTE
84273,organistas
84299,POCHUNDIRA
84441,mozos
84481,embaidores
84535,VALLEJO
84731,PEDRO DE VILLEDA
84904,crisjtianos
85013,FRANClSCO TOSCANO
85062,FRANCISCO GORJÓN
85226,Ju AN PÉREZ DE VARGAS
85228,MANUEL DE LA MORA
85232,Luis DE LA CERDA
85237,LUIS DE LA CERDA
85240,LOPE MARTÍNEZ Tu oro
85251,JOAQUIN
85264,JUAN MARTÍNEZ DE VERDUZCO
85361,REYES
85364,TIMAR
85367,CHICHISPANDAQUARE
85488,Baltasar Dávila Quiñonez
85498,Sebastián Romano
85504,Juan Alcalde de Rueda
85531,"ALCALDE DE RUEDA, Juan"
85534,"CARRILLO DE GUZMÁN, Alonso"
85540,"INFANTE , Juan"
85543,"PRECIADO, Juan"
85549,"AGUILAR DEL CASTILLO, Diego de"
85551,"CEPEDA, Francisco de"
85552,"ROMANO, Sebastián"
85559,BALTASAR DÁVILA QUIÑÓNEZ
85582,GORDiAN CASASANO
85588,MIGUEL VANEGAS
85592,CRISTÓBAL
85593,FRANCISCO CUEVAS
85595,PEDRO GARCÍA
85596,FRANCISCO URBANETA
85598,PEDRO MUNGUÍA
85600,PABLO SÁNCHEZ
85607,DIEGO DE MOLINA
85827,HERNANDO ALFARO
85866,CALZONTZIN
86084,DIEGO DF. MOLINA
86115,SEBASTIAN ROMANO
86220,JUAN PRECIADO
86276,JUAN DE CARVAJAL
86288,LEBRÓN DE QUIÑONEZ
86298,TECTLE CIHUATL
86396,gobernada res
86433,JUÁN
86462,visitador general
86463,LEBRÓN DE QUIÑÓNEZ
86528,FRANCISCO DE CEPEDA
86529,relator
86532,DIEGO DE AGUILAR DEL CASTILLO
86849,JUAN Muñoz
86850,CRISTÓBAL DE VERGARA
86851,JUAN DE CEPEDA
86858,SEBASTIÁN ROMANO
86860,JUAN MUÑOZ
86870,JUAN ALCALDE DE RUEDA
86996,HERNANDO DE ALVARADO
87009,ALVARADO
87291,MARI LÓPEZ DE ROBLES
87772,ANTONIO MORALES Y MOLINA
88052,DIABLOS
88070,PEDRO DE LAS ALGARROVILLAS
88144,DÁVILA QUIÑONEZ
88184,JERÓNIMO FLORES
88223,ALONSO CARRILLO DE GUZMÁN
88511,BALTASAR DÁVILA QUIÑONES
88533,HERNANDO DE VARGAS
88547,FRANCISCO RAMOS DE CÁRDENAS
88553,FRANCISCO RAMOS
88555,FRANCISCO RAMOS DE CARDENAS
88569,BEATRIZ DE ANDRADA
88570,viuda
88571,JUAN JARAMILLO
88574,FRANCISCO DE VELASCO
88581,PEDRO DE QUEZADA
88621,CONNI
88632,PUCHTECATL
88678,CONNl
88774,HERNÁN PÉREZ
88806,FERNANDO
88808,DE TAPIA
88810,ANDRÉS DE TAPIA
88817,HERNANDO DE TAPIA
88826,criado
88827,JUAN SÁNCHEZ DE ALANlZ
88832,HERNANDODE TAPIA
88838,HERNANDO
88850,JUAN SÁNCHEZ DE ALANIZ
88922,MEXITZIN
89015,"ERAN CHICO HERNÁNDEZ,"
89073,soldado
89199,poeta
89200,HOMERO
89258,judáica
89304,NUÑO DE CHÁVEZ
89321,JUAN DE CUEVA
89322,secretario
89517,cogedores
89525,Dios DEL AGUA
89542,EL PADRE VIEJO
89543,LA MADRE VIEJA
89548,ANTONIO DE LA MOTA
89563,EDAY
89564,dios de los vientos
89570,YOBEGO
89597,MADRE VIEJA
89685,vagamundos
89948,MARTÍN ENRíQUEZ
90113,PEDRO DE REQUENA
90268,JUAN JERÓNIMO
90278,Majfestad
90306,DIEGO GARCÉS
90337,ANTÓN DE RODAS
90679,PUNGÚARANCHA
90728,DIOS
90743,TEUPIXQUE
90777,brujas
91220,Constantino Bravo de Lagunas
91376,frailes franciscos
91380,sumos pontífices
91402,soberano
91406,rey mayor
91421,frailes franciscanos
91554,justicia española
91587,panaderos
91588,oficiales mecánicos
91626,fray Juan de Mansilla
91840,mayor príncipe
91921,clérigo beneficiado
91935,Domingo Gallego
92158,Martín de Mafra
92208,Juan Valiente
92672,franciscos
92710,Francisco de Reynoso
92815,PERO GUTIÉRREZ DE CUEVAS
92829,JUAN DE ELIJA
92834,Luis SIRA
92839,JUAN XABO
92840,DIEGO TSINTSUNI
92841,MATEO SIRA
92842,CRISTÓBAL TAZUA
92855,MANUEL VÁSQUEZ
92856,BARTOLOMÉ DE SEVILLA
92861,JUAN DE RUJA
92914,cabeza
92915,HUGANBETE
92993,JuAN DE VILLA SEÑOR CERVANTES
93004,FERNANDO DE SOTELO MONTEZUMA
93014,BERNARDINO DE BOCANEGRA
93096,sacerdote mayor
93143,delincuente
93534,MAESTRO
93536,ALONSO DE LA VERACRUZ
93573,FRAILE
93593,GORDIAN DE CASASANO
93599,PEDRO GUTIÉRREZ DE CUEVAS
93602,JUAN DE ÉCIJA
93623,FERNANDO DE PADILLA BARAHONA
93629,ALONSO TAREQUA
93641,MARQUES
93751,prioste
93752,ALONSO CURO
93753,ANTONIO QUENO
93756,MARCOS DE AGUILAR
93763,FERNANDO DE PADILLA
93766,PEDRO MARTINEZ
93785,PEDRO DE MONTES DE OCA
93793,JUAN DE VILLEGAS
93803,CRISTÓBAL CUINI
93804,JuAN PATZIQUA
93805,JuAN QUITZERI
93806,CRISTÓBAL PIRIDA
93807,ANTÓN AGUACHO
93809,TEQUITATOS
93822,contador mayor
93827,GUILLERMO DE SANTA MARÍA
93840,IRECHA
93844,ZENZINCHA lRECHA
93845,CHUANGUA 'FECHA
93854,TIRIPITIO
93923,TAREYS
93953,CURICH
93962,TUCUPACHA
93968,dios TUCUPACHA
94098,EL MARQUÉS
94387,boticario
94419,MARQUÉS DE VALLE
94623,PROTOMÉDICO
94840,sastres
94841,zapateros
94844,tejedores
94847,escribanos de letra
94931,cerrajeros
94964,sembradores
95012,fraile agustino
95016,QUIROGA
95053,DIEGO DE CHÁVEZ
95095,JUAN DE ALVARADO
95100,MELCHOR DE CÁRDENAS
95101,MAGDALENA DE ULLOA
95122,Señora de la Antigua
95127,Pontífice
95134,Regiqz
95135,PHILIPPO
95136,Rex
95140,cauallero
95141,JUAN DE ALUARADO
95142,comendor
95143,GARCIA DE ALUARADO
95144,BEATRIZ DE CóRDOUA
95145,caualleros
95159,sanctisimo Sacramento
95162,rrelisiosos
95169,nuestro Redentor y salbador
95170,jesux°
95172,enperador
95177,PHelipe
95180,bisorrey
95182,LUIS DE BELASCO
95261,enfermeros
95295,CRISTOBAL TZINA ANTÓN AGUACHO
95296,ANTÓN QUERENDA
95297,JUAN TZITZI
95298,JUAN MATZIQUA
95301,LUIS CURISTE
95305,ESTEBAN GUAMA
95310,Luis CURISTI ANTONIO AVACHU
95311,intérp{r}ete
95312,SEBASTIÁN DE ALVARADO
95328,su. Majestad
95329,su Majes-tad
95331,Muy reverendo Padre
95332,Nuestro señor
95334,vuestra Reverencia
95390,eclesiásticos
95399,JUAN DE VILLASEÑOR
95457,SANTO TOMÁS
95462,MOISÉN
95465,ABRAHAM
95466,SAN JUAN BAUTISTA
95468,LUTERO
95469,TERTULIANO
95470,SAN AGUSTIN
95471,SAN AMBROSIO
95481,COLÓN
95482,MARQUÉS DEI. VALLE
95483,PIZARROS
95484,MIGUEL LÓPEZ DE LEGAZPI
95485,sumo Pontífice
95486,ALEJANDRO SEXTO
95499,maestros
95500,teólogos
95513,vachichiles
95526,ERAY
95527,JUAN DE GUEVARA
95531,BERNARDO GOTZIN
95539,filósofos
95579,ANDRÉS LÓPEZ
95595,GONZALO DE LAS CASAS
95623,OROZCO
95634,muy reverenda persona
95635,vuestra Revetencia
95645,ALONSO DE ALVARADO
95662,HERNANDO DE CORLA
95671,BARTOLOMÉ DíAZ BORRERO
95729,CARVAJAL
95738,JUAN GARRIDO
95774,la Visitación de nuestra Señora
95782,TZITZISPANDAQUARE
95848,policía
95849,cristiandad
95926,curtidores
96093,JULIÁN MÉNDEZ
96101,Luis DE VELASCO
96187,Chichespandaquare
96188,Cazonci
96218,FLORENCIO SÁNCHEZ
96224,Asunción de nuestra Señora
96225,San Lorenzo
96226,San Antón
96230,Purificación
96232,Natividad
96233,San Jusepe
96234,San Agustin
96240,San Jerónimo
96280,PADRES
96283,JORGE DE REZA
96284,FRANCISCO YAÑEZ DE LA PAVA
96285,DIEGO HERNÁNDEZ NIETO
96286,ALONSO DE SANTA CRUZ
96287,ALONSO DE VALENZUELA
96295,JORGE DE RESSA
96299,BARTOLOME DÍAZ BORRERO
96308,PEDRO MORENO GALLEGO
96397,UCELO APANZE
96501,GONZALO GALVÁN
96506,FRANCISCO DE OLMOS
96511,LORENZO DE MORALES
96528,CRISTÓBAL DE OLIO
96727,CATZONTZI
97011,GONZALO GALVAN
97030,DE CELAYA
97036,JUAN DE CUEVAS
97043,CHRISTÓBAL DE VARGAS VALADÉS
97053,DOMINGO DE SILVA
97054,HERNANDO DE PERALTA
97058,GORDIÁN CASASSANO
97249,FERNANDO CORTES
97251,conquistóse
97311,jornaleros
97366,ACAMBA
97375,TARIACURE
97529,holgazán
97865,lego
97877,pro­vinciales
98153,Marcos de Berrearza
98158,jurado
98159,Martín de León
98164,Jerónimo González
98165,Alonso de Valenzuela
98174,Antonio de Luna
98183,Beneficiado
98187,Leonardo Ruiz de la Peña
98213,Ixocelotl
98249,Hernando de Luna
98367,Totonac
98439,varón
98576,Matlac Ecatl
98788,Atzonhuehuetl
98875,Cinteotl
98969,Ehecatl
99089,estrella del cielo
99090,estrella
99228,Diego González
99237,Pedro de Galicia
99249,Diego Óñez de Santacruz
99317,Pedro de Escobar
99875,Andrés de Olmos
99904,Acatzintecutli
99928,Aztacoatl
99982,flecheros
100171,Tochtzintecuhtli
100252,Tochtzintecutli
100310,Matlalcueitl
100337,Tuchtzintecutli
100516,Ixtlicuzauhtecutli
100518,Tecuhtlilpocton
100569,Ixtlicuzauhqui
100790,Tezoquitl
100814,JuanGonzález
100876,Tutul
101100,Pedro de Galizia
101131,Jorge Cerón Carvajal
101134,Francisco de Molina
101161,Quauhtliztac
101186,Luis de Guzmán
101188,Hernando de la Cruz
101190,Juan Tlaytotlac
101226,Chichtli
101256,Chalchiuhcolotzin
101260,Coyoltototzin
101263,Nequametzin
101270,Motecuhzoma
101357,Rodrigo de Vivero
101359,Melchora de Aberrucia
101363,Gonzalo Coronado
101364,Nicolás de Villanueva
101368,Jusepe de Orduña
102056,Magdalena
102103,San Juan Evangelista
102342,Coyolcuetzin
102344,Quauhteci
102365,Hueytletzin
102370,Juan Tlaylotlaque
102380,calpixques
102461,Camaxtli
102497,tecutlatoque
102512,delincuentes
102536,alguaciles
102542,guardas
102577,capitales
102579,tlacatecatl
103071,hortelanos
103461,predicadores
103483,Juan de Ribas
103525,Nuestra Señora
103553,García de Salamanca
103560,Domingo de Carrión
103577,García Salamanca
103578,Domingo Carrión
103586,Andrés de la Vega
103591,piloto
103617,Juan Bernal
103632,Juan de Medina
103881,Juan de Molina
103884,Alonso de Sosa
103885,Francisco Martínez
103928,parteras
103935,Chicome Atzin
104072,Gali
104223,Hernando de Azamar
104224,Alonso Hernández
104225,Nicolás de Illescas
104273,Tentiltzin
104397,Francisco Bravo
104409,Diego Pérez Arteaga
104421,Diego López
104424,Juan Suárez
104436,Mizantecuhtli
104456,hijos del sol
104632,adúltero
104634,ladrón
104830,Juan del Moral
104837,Juan de Cuenca
104841,Sancho Núñez
104914,maestres
104920,Diego Pérez de Arteaga
104921,Diego López Bocanegra
104922,Gaspar Delgado
106540,Juan DE Carrión
106546,Josep Velázquez
106558,Joseph Velázquez
106594,Pedro Cintos de Portillo
106595,Juan de Salazar
106604,Pedro Cintos
106692,cura beneficiado
106872,boticarios
106958,Pedro Cintos Portillo
107030,Hernán López
107298,Antonio de Carbajal
107331,Diego de Villa Padierna
107332,Gonzalo de Salazar
107341,Gonzalo Portero
107624,Francisco de Montejo
107688,Catalina de Montejo
107826,encomendera
107846,Cristóbal de Tapia
107851,Papantla
107993,Diego de Cepeda
107999,Diego Larios
108083,Francisco Vázquez Carrillo
108092,Carrillo
108253,Juan de Carrión
108283,Villamartín
108284,Santa Clara
108292,Antoño de Vargas
108296,Pedro de Illescas
108298,Juan Miguélez
108302,Pedro de Molina
108305,Diego de Santiago
108311,receptor del Alcabala
108345,repartimiento
108346,Juan de Santa Clara
108413,Juan de la Serna
108426,Ocelotzin
108427,tigre
108439,Citlalpul
108638,Agustín de Aranda
108645,Diego de Guevara
108648,Pedro Molina
108653,Augustino de Aranda
108662,Francisco de Nájera
108664,Andrés de Hoces
108667,Hernando de Saucedo
108668,Bartolomé de Ortega
108671,Pedro garcía
108674,Gordián de Cassasano
108676,receptor del Alcalaba
108679,Antonio de Vargas
108813,Alonso de Arellano
108819,Jerónimo de Mercado
108848,Juan Pérez de Bocanegra
108851,Mexicatecuhtli
108933,enanos
109061,Miguel de Ortega
109091,Juan de Herrera
109097,fra
109113,Cristóbal de la Cruz
109132,Gabriel de Rojas
109144,Marqués que fue del Valle
109228,jardineros
109239,Batolomé
109241,Diego
109242,Hernández
109275,Diego de Ordaz
109355,plateros
109356,lapidarios
109363,tultecatl
109414,Aquiach
109415,Tlalchiach
109474,Tlalquiach
109549,trompeteros
109550,atamboreros
109593,Chiconauh Quiahuitl
110409,tamemes
110410,puchtecatli
110419,tintoreras
110519,Álvaro Patiño de Ávila
110521,Alonso Hernández Diosdado
110538,Hinojosa
111368,Nuestra Señora de Consolación
111638,Íñigo de Lozoya
111642,general
111644,Cristóbal de Erazo
111646,Alonso Rodríguez de Noriega
111650,Álvaro Manrique
111651,Juan Ginete
111652,flota
111657,Álvaro Patiño
111658,Nicolás de Robles
111662,Diosdado
111677,Exceloencia
111737,Juan de Haro Bazán
111739,Alonso de Arévalo
111740,Pedro Zapata
111745,Gaspar
111746,Lucas Cortés
111751,Diego Vázquez
111919,Tzapotecuhtli
112317,Miguel Loreto de Añasco
112319,Gaspar Cortés
112321,Juan de Haro
112332,Salvador de Cárdenas
112342,administrador mayor
112406,doctor Toro
112417,Juan Ruiz Flores
112423,Moteczoma
112499,Juan de Cárdenas
112602,María de Soto
112666,Cihuacoatl
112675,Tzipain Tlacochcalcatl
112676,Acolnahuacatl Tlacatecatl
113201,Diego de Quezada
113452,Cristóbal Sánchez
113461,Su Majestad
113462,Gerónimo de Castro
113469,Guillén de las Casas
113528,Nacompot
113529,Nacom Pot
113533,Juan Poot
113534,Pot
113545,Francisco Couoh
113547,Hernando Coboh
113548,Couoh
113555,Juan Mo
113731,Kakupacal
113732,Kak u Pacal
113733,Vilu
113734,Uilo
113735,Capitanes
113740,Kinich Kabul
113741,Kinich Kakmo
113815,Tutulxiu
113816,Tutul Xiu
113852,Ku Kalcan
113853,Kukulcan
113858,criador
113860,Lucifer
113871,profetas
114054,Francisco Domínguez
114055,Cosmógrafo
114059,Gaspar Antonio
114064,gramático
114069,Juan Farfán
114079,Angelina Díaz
114081,Lucas Pimentel
114128,Lorenzo Xoc
114130,Alguacil Mayor
114131,Alguaciles
114133,Mayordomos
114142,maestro
114152,sacristán
114153,monecillos
114215,Yñigo Nieto
114231,muy ilutre señor
114278,Pedro Hernández Nieto
114291,Abculcan
114292,Ah Kul Can
114296,Francisco Cam
114297,Can
114303,Gaspar Cahun
114304,Cahum
114305,Pedro Cahum
114312,Francisco Peche
114313,Pech
114478,Ka Ku Pacal
114480,Bilu
114487,Kinich Kabub
114558,Tutulxio
114596,Kul Kan
114597,Kukulkan
114602,creador
114622,Tutulgi
114816,Antonío Méndez
114824,Antonio Méndez
114828,María Hernández
114836,tenedor
114838,Real Majestad
114944,Provinciales
114945,Obispo
114969,Nacahum Cochoah
114970,Cochuah
115014,Gobernadores
115017,Alguaciles Mayores
115018,Ordinarios
115020,Escribanos
115042,monacillos
115073,Alonso de Rojas
115131,Antón Corajo
115136,Francisco de Arzeo
115185,Tutuxio
115589,Gaspar de Naxara
115590,Nájera
115596,Gaspar Antonio de Herrera
115629,Gaspar Pacheco
115634,Teniente
115638,Adelantado
115654,caudillos
115730,Bernardino de Villagómez
115731,Hernando de Aguilar
115733,Maese de Campo
115745,Francisco Tamayo
115853,Juan Durán
115941,Batab
115945,Acuchcabes
115946,Ahk1uch Kab
115948,Ah Kín
115949,Ahk'in
115952,Batabos
115962,Ytzamna
115963,Itzamna
115967,Alquin
115974,Ah Kin
115975,Ah'kin
116043,Nacom Yoc
116044,Nakom Yok
116050,Nacom
116051,Nakom
116052,Chinab
116055,Zix
116059,Jib
116060,Nacomes
116064,Chuleu
116067,ljincab
116109,Oidor de Su Majestad
116146,Justicias
116348,cocineros
116373,Martín de Palomar
116382,San Juan Bautista
116397,Francisco de Bracamonte
116405,Juan Peche
116410,Juan Qui
116411,Domingo Xul
116412,Francisco Euan
116468,Zacmutul
116469,Sac Mutul
116497,Kaku Pacal
116499,gente de guerra
116503,Noh Cabal Peche
116504,Nohcabal Pech
116505,gran señor
116519,Peches
116585,Anom
117033,Juan Pech
117034,Juan Cumci de Landa
117036,Hernando de Bracamonte
117057,Diego Xiu
117070,Fernando de Bracamonte
117136,Mayapan
117553,Arzobispo
117622,"hombre de la mar,"
117659,Don Diego Xiu
117660,Fernando Tucuch
117661,Francisco Yam
117663,Salvador Corzo
117669,Isabel de Castro
117670,Alonso González
117686,sabel de Castro
117692,MajestadReal
117728,Chaque
117729,Chaac
117756,Francísco Xoque
117791,Diego Sanniento Figueroa
117802,Juan Cueva Santillán
117818,Juan de Cueva Santillán
117868,Pero Muñoz
117874,Luis Che
117926,Santísimo Sacramento
117967,Diego Chin
117968,Chim
118009,Ahquin Chel
118010,Ahkinchel
118013,Ag Jupan
118014,Ah Xupan
118063,Kakupa cal
118064,Kak u pacal
118065,Vilo
118072,Kinichhaba
118073,Kinich Kaba
118074,Kinichkakmo
118076,Quitahcutz
118077,Cit Ah Cutz
118078,Quitahcoy
118079,Cit Ah Coy
118114,Tutuejio
118151,Kukalcan
118380,nuestro senior
118386,Alonso Ramos
118432,Vasco Rodríguez
118437,Luis Bermúdez
118589,Simón de Castañeda
118590,Iñigo Peñate
118591,Antón Gómez
118592,Isabel de Zarauz
118593,Feliciano Bravo
118608,Thomás de Aguilar
118618,Prior
118625,Luys Bermúdez
118627,Juan Moreno
118630,Vasco Rodriguez
118638,Melchor de Alfaro Santa Cruz
118652,Rodriguez Juan Moreno
118658,Vasco Rodríquez
119081,Joan de Lepe Quevedo
119095,Diego de Soria
119096,Rodrigo de Paz
119113,Gonzalo Nieto
119167,García de Ledesma
119169,Juan de Tejeda
119179,Alonso de Grado
119206,Joan de Rebolledo
119231,Pedro de Perales
119244,Garda de Ledesma
119256,Francisco Hidalgo
119270,Juan Díaz de Quadros
119272,Antonio de Tolosa
119284,Baltasar Gaitán
119298,Ximón Diez de Ballesteros
119312,Antonio de Maiorga
119326,Juan de Villafranca
119387,Pedro Interian
119411,Teodora Manuel
119462,Juan de Villafran­ca
119473,Diego de Segura
119482,Juan de Texeda
119496,Diego Hernández de Segura
119509,Remando de Villegas
119520,Melchor de Santa Cruz
119534,Mateo de Lurriaga
119549,Melchor de Eredia
119550,Ana de Salas
119564,Antonio de Mairoga
119577,Feliciano Brabo
119603,Ana de Zornosa
119616,Ana de Zomosa
119679,Juan de Rebolledo
119788,Vasco Rodrigues
119791,Pedro de Valencia
119813,Güillén de las Casas
119818,Diego Sarmiento Figueroa
119827,Francisco Gil
119838,Montejo
119893,Francisco Tamayo Pacheco
119921,Esteban Ginoves
119925,herederos
119977,maese
120079,Diego Osorío Maldonado
120085,Diego Osario
120095,Juan Ruizdarce
120112,Zaquigual
120113,Zaciual
120114,Alvaro Osorio
120217,Diego de Landa
120220,francisco
120247,Diego Osario Maldonado
120249,Cristóbal de San Martín
120300,legos
120312,Martín Sánchez
120381,Ahxupan
120387,Tutuxiu
120416,Mochel
120417,Mo Chel
120418,Kinchel
120419,Kin Chel
120699,Cristóbal de San Martin
120757,Aquinpergual
120758,Ah Kin Pekual
120812,conquisadores
121151,Gaspar de Naraja
121165,Juan Gutiérrez Picon
121177,católica Real Majestad
121339,Capitan
121415,Bernaldino de Villagómez
121530,Ek Balam
121532,Coch Cal Balam
121555,brujo
121558,He Blai Chac
121559,Heblaychac
121561,He Blay Chac
121578,Hunab
121579,Zamana
121580,Zamna
121582,ek balamistas
121585,Copul
121586,Cupul
121646,Juan Copul
121649,Alonso Copul
121700,maestro de capilla
121714,Francisco de Cárdenas
121719,Juan de Cárdena
121725,Diego Sarmiento de Figueroa
121750,Hixhau
121773,Cuchcahes
121774,Ahkuch Kab
121775,Regidores
121837,Beatriz de Bergara
121840,Luis Díaz
121844,Juan de Magaña
121865,Escribano del número
121955,Nachicocan
121956,Nachi Cocom
121971,Alquines
121983,Holpop
122076,Nachicocom
122080,Juan Cocom
122084,Francisco Cocom
122315,Nuestra Señora de la Limpia Concepción
122341,Diego de Santillán
122375,Beatriz de Montejo
122402,Antonio Pech
122403,Ahtzam
122404,Ah Itzam
122482,Juan Canul
122588,Lorenzo Puch
122629,Jorge Pech
122662,Juan Quiau
122663,Ciau
122700,Martín Uitz
122755,Gaspar de Nájera
122762,Diego de Santíllán
122765,Pero García
122792,Pedro Maay
122793,Pedro Hix
122794,Marcos Baz
122795,Baltasar Balam
123047,Juan de Sanabria
123058,Pedro de Acosta
123325,Santa Lucía
123385,Diego Alver de Soria
123387,Martín de Vriona
123390,Diego Muñoz de Loaysa
123392,Regimiento
123394,Hernando de Villegas
123415,Juan de Grijalva
123417,Diego Velázquez
123431,Nuestra Señora de la Vitoria
123435,fulano de Aguilar
123444,Aguilar
123446,Marina
123478,Gonzalo Gayón
123651,Diego de Fleytas
123655,Sebastián de Porras
123658,Alonso Maldonado
123667,Maestres
123668,Agustín Despindola
123669,Alonso Rodrigues Noruega
123670,Andrés de Paz
124009,Juan Ruíz
124068,Juan de Aquines
124132,pasajeros
124181,Alonso Caballero
124242,fulano Vallezillo
124249,Juan de Lepe
124254,Capitán Baltasar de Gallegos
124332,Alcalde
124360,dioses de Sol
124367,dioses adoraban
124632,Diego Vázquez de Ribadeneyra
124706,Diego Alcer de Soria
124708,Martín de Briona
124711,Diego Muñoz de Loaisa
124714,Juan Darreygosa
124723,tutor
124724,curador
124725,Juan Martín
124726,Diego Martín de Güelva
124983,Alcalde Máyor
124987,Juan Darreygoso
125024,tenientes
125149,Nachanpeche
125150,Nachan Pech
125364,Doctor
125365,Quixada
125504,Diego Sarmiento
125562,frailes de San Francisco
125615,Menores
125626,Alonso Rosado
125701,tañedores
125766,Napotxiu
125767,Napot Xiu
125775,Nabatunxiu
125776,Nabatun Xiu
125799,Cuculcan
125928,Jorge Xiu
125929,Nabantunxio
125938,Juan Pacab
125939,Alonso Pacab
125965,Gaspar Antonio Chi
125976,Giraldo Díaz de Alpuche
125995,Alonso de Alpuche
125996,Quiteria Díaz
126015,Teniente de Gobernador
126181,justicias reales
126247,Tomás
126248,López
126268,Ah kin
126286,Ah kines
126300,Ah cuch cab
126422,Obispos
126678,Sacra Majestad
126697,Isabel
126759,Giralda Díaz de Alpuche
126763,Juan Bote
126784,Guillén de las casas
126790,Juan Chulin
126791,Chulim
126891,Juan Chulim
126896,Juan Navat
126897,Nahuat
126923,Tutulxiues
126938,Cacom Cat
126975,Hunuikil Chac
127040,Ah Kulel Chi
127214,Juan Rodriguez
127226,Dios Nuestro Señor
127231,Carlos
127240,Cuillén de las Casas
127272,su Real Majestad
127476,Acuchcabos
127477,Ah Kuch Kab
127649,amo
127689,clérigos curas
127716,Pedro de Santillana
127730,Teniente General
127732,Cabello
127867,Cotecpan
127890,Ahcunpeche
127891,Ah Cun Pech
127917,Quetzalquat
128259,Vuestra Majestad
128263,Vuestra
128280,Francisco Toral
128293,Juan de Urrutía
128298,Juan de Urrutia
128323,Hemán Centeno
128325,Alférez General
128371,Alcaldes
128441,General
128447,Alonso de Villanueva
128585,Presidente
128643,Provincial
128647,Francisco Aparicio
128926,Juan Darce
128927,Martín Ruíz Darce
129010,Naobon
129122,Rodrigo Álvarez
129123,Rodrigo Alvarez
129165,secretario de Gobernación
129172,Rodrigo Alcarez
129174,Esteban González de Nájera
129238,Nasulcupul
129239,Nadzul Cupul
129288,Esteban González
129307,Juan Vellido
129310,Blas González
129311,Juan Bautista de Vargas
129312,Bernaldo Sánchez
129328,Bias González
129330,Juan Gutiérrez Picón
129342,invictísimo Emperador
129345,César Quinto
129408,Aczaquiual
129409,Ah Zaciual
129422,Nacahun nogh
129423,Nacahun Noh
129425,tzincabes
129426,Ah copules
129427,Ahcupul
129436,Nacahumnogh
129437,NacahunNoh
129592,Lugarteniente
129593,Francisco de Cieza
129627,Chilanes
129628,Chilam
129670,Pedro Durán
129990,Noch Egue
129991,Nohoch Ek
130186,Santa Veracruz
130233,Magdalena de Cabrera
130238,Juan López de Mena
130245,Juan de Villagómez
130355,Atzul Copul
130356,Ah'tzuc Cupul
130427,Al quin Ytza
130428,Ahk'in Itza
130738,guarda
130947,zurradores
131097,Animas
131098,Nombre de Jesús
131109,Hernando de Guevara
131128,Bartolomé Martínez Espinal
131137,muv ilustre señor
131143,Diego Sarniento Figueroa
131146,Hernaldo Sánchez
131166,Baltasar de Montenegro
131211,Batab Canbal
131213,Juan Canbal
131278,Juan de Benavides
131301,Zacuil
131310,Andrés González de Benavides
131318,ilustres seliores
131574,ilustres señores
131762,Lugartenientes
131764,repartidores
131888,Naobon Copul
131970,frailes franciscos de San Bernaldino
131998,Hernando Muñoz Zapata
132022,invictísimo
132026,Quinto
132083,Madre de Dios
132474,Alonso Julián
132485,Antón Julián
132488,Beatriz López
132512,Juan de Sosa Velázquez
132682,Napuc Camal
132683,Principal
132713,Juan de Magaña Arroyo
132715,Francisco Manrique
132749,Holpophau
132750,Holpop Hau
132758,Napuc Chable
132760,Nahautec
132761,Nahau Te
132762,Juan Xiu
132765,Juan Pol
132766,Ppol
132767,Gaspar Pol
132774,Hernando Batun
132775,Juan Dul
133186,Andrés González
133187,Alonso Pech
133239,Antonio de Baldemoro
133242,Guardián
133245,Caravajal
133277,Cocom
133825,Alonso Peche
133868,Juan Col
133872,astrólogo
133881,Diego de Burgos Cansino
133888,Sebastián de Burgos
133943,Francisca de Cabrera
133945,Diego Cansino
134105,Bernardo Sánchez
134109,Diego Trujeque de Ayala
134110,Procurador
134115,Juan de la Cámara
134165,Batabes
134233,muy señores
134354,Diego Ceh
134357,Diego Pizk
134358,Francisco Canche
134438,Hunpiczib
134439,Hunpicdzib
134445,Ahkin
134612,Juan de ·Magaña Arroyo
134616,Diego de Contreras
134645,Juan de Contreras
134713,personas de la mar
134767,Namoncupul
134768,Namon Cupul
134785,Namoncopul
134791,Equebalam
134792,Ekbalam
134820,indio
134830,indio viejo
134831,Alquyn
134845,Yschel
134846,Ixchel
135242,Cacuíl
135266,Juan de Paredes
135332,Lucas de Paredes
135345,Ajqulcamul
135346,Ah Kul Canul
135359,Andrés Canche
135360,Francisco Canul
135370,Juan Uc
135536,Kinich Kabil
135538,Kinich Takmo
135674,Tutulxui
135972,Jerónimo de Aguilar
136014,invictisimo
136122,ballesteros
136123,arcabuceros
136168,rodeleros
136210,Chilam Balam
136211,profeta
136228,Mochan Xiu
137094,encantadores
137281,Santa María Alfonso
137285,Sumo Pontífice
137286,San Ildefonso
137311,Juan de la Puerta
137338,Nuestra Señora del Rosario
137342,Gaspar Xuárez de A vila
137389,Diego Quixada
137424,Grijalva
137464,Melchor Pacheco
137467,Alonso de Aguilar
137488,Reynoso
137597,Ortíz de Algueta
137606,Visitador
137649,maese de capilla
137784,Su Majestad Real
137797,Guayma
137799,Uayma
